title,overview,genres,poster_path
The Fixies: Top Secret,"The Fixies are little creatures that, unseen by humans, help them maintain their appliances – and generally make sure things don’t fall apart… Until an unexpected occurrence of gargantuan proportions threatens to reveal the Fixies’ existence!",['Adventure'],/1H4TNfrLYYzSFd4CICyoFIjx1vn.jpg
The Last Warrior,"Ivan is an ordinary guy who is transferred from modern Moscow to the fantasy world Belogorye. In this parallel universe where characters of Russian fairy tales live, magic is an integral part of daily life, and arguments are settled with the help of sword . Unexpectedly, Ivan finds himself in the middle of a battle between good and evil, and he must discover why everyone thinks that he must play the main role in upcoming events...",['Adventure'],/oFEHcmPuI95aoeNrWXCVnA4oI5Y.jpg
March of the Penguins 2: The Next Step,"A young penguin, driven by his instinct, embarks on his first major trip to an unknown destination.",['Adventure'],/5XqqYfGRoWYSJ2Mfv2BDFcOWyJE.jpg
Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",['Adventure'],/fyy1nDC8wm553FCiBDojkJmKLCs.jpg
Outrage Coda,"Five years after the all-out war between the Sanno and Hanabishi crime families, former yakuza boss Otomo works in South Korea for Mr. Chang, a noted fixer. When tensions rise between Chang and the Hanabishi, and Chang's life is endangered, Otomo returns to Japan to settle things once and for all.",['Adventure'],/4zFrnSerWypyhypXmifo2Rh1TQx.jpg
Girls Trip,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",['Adventure'],/mdsHCFt2PeZacEr38y2p5RRf6Hl.jpg
Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",['Adventure'],/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg
Tangled: Before Ever After,"Rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. While she wholeheartedly loves Eugene, Rapunzel does not share his immediate desire to get married and settle down within the castle walls. Determined to live life on her own terms, she and her tough-as-nails Lady-in-Waiting Cassandra embark on a secret adventure where they encounter mystical rocks that magically cause Rapunzel's long blonde hair to grow back. Impossible to break and difficult to hide, Rapunzel must learn to embrace her hair and all that it represents.",['Adventure'],/zj82L9maBSW6CAVZltBoFBSuTk1.jpg
Bet on Revenge,The new owner of a brilliant race horse finds love while carrying out his revenge on the man who murdered his father.,['Adventure'],/cqNp7KbfoKENdLOEJQggvGGUepJ.jpg
The Ash Lad: In the Hall of the Mountain King,"Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.",['Adventure'],/uyJEfpAflLCkqn6PFHu9EHxmbI6.jpg
Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",['Adventure'],/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg
Trolls Holiday,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",['Adventure'],/lJV03Etqdv9mJSixgIVn7dstoNc.jpg
Blade of the Immortal,"Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine.",['Adventure'],/bFaxg006Dt6J1k7qa7a5YuqbAhe.jpg
Shock Wave,"When a terrorist who specializes in explosives takes hold of an underground tunnel, he threatens to kill hostages if his demands are not met.",['Adventure'],/l4G4M6V9UrNRdbcsbnMmEZUyBGw.jpg
"Tad, the Lost Explorer, and the Secret of King Midas","Tad dreams of becoming an archaeologist traveling the world, uncovering hidden secrets and lost treasure, but his job working construction keeps him daydreaming instead of exploring. The chance of a lifetime comes when he is invited to attend archaeologist Sara Lavrof's presentation of her latest discovery - the papyrus that proves the existence of the Necklace of Midas, the legendary King who turned everything he touched into solid gold.",['Adventure'],/7WtFoWtGp45PLNmajM8iGtjAA7B.jpg
Napping Princess,"Japan, 2020, a few days before the opening of the Tokyo Olympics. Although she should be studying for her final exams, Kokone, a schoolgirl who lives in a small town with her widowed father, a mysterious and talented mechanic, falls asleep often, anywhere, anytime, entering, over and over, a dream-world where a squad of fantastic motorized contraptions fights against magic, a world close to reality where she will find out the keys of her true past.",['Adventure'],/9d27l5z9B2zyqoEtKkieBcbclMG.jpg
The Mountain Between Us,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",['Adventure'],/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg
Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",['Adventure'],/qwoGfcg6YUS55nUweKGujHE54Wy.jpg
JoJo's Bizarre Adventure: Diamond is Unbreakable – Chapter 1,"Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.",['Adventure'],/sAfNSZ8Th0nb979e6ss5ftTT0Rh.jpg
Jungle,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",['Adventure'],/tDgxknTVwrScxpCYyGUjXSn5NRk.jpg
Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",['Adventure'],/vlc95gl3PtrjxSEuM8RhTtSm2xU.jpg
Barbie: Dolphin Magic,"Barbie and her sisters take off on another exciting, global adventure to visit their friend Ken at his summer internship at a beautiful and exotic coral reef.",['Adventure'],/c8Bb9MnvkNTKstQSKixO4dWaUhL.jpg
Puss in Book: Trapped in an Epic Tale,"After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",['Adventure'],/vgLbNi7LBoXLikf6B5XrcT1yl79.jpg
Paradox,"When a Hong Kong police negotiator is informed about the sudden disappearance of his 16-year-old daughter in Thailand,  he travels there to search for her whereabouts.",['Adventure'],/yZr6wabk41nYB1MdFJB2GpC2ytF.jpg
Fairy Tail: Dragon Cry,"Dragon Cry is a magical artifact of deadly power, formed into a staff by the fury and despair of dragons long gone. Now, this power has been stolen from the hands of the Fiore kingdom by the nefarious traitor Zash Caine, who flees with it to the small island nation of Stella. Frightened that the power has fallen into the wrong hands, the King of Fiore hastily sends Fairy Tail to retrieve the staff. But this task proves frightening as a shadowy secret lies in the heart of the kingdom of Stella. Dragon Cry follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms.",['Adventure'],/4CtvjdvuRj3iPlvtpvFomhTxjXR.jpg
The Wild Boys,"Island of La Réunion, in the beginning of the 20th century. Five teenagers commit a savage crime. As punishment, a Dutch captain takes them to a supernatural island with luxuriant vegetation and bewitching powers.",['Adventure'],/m1W1JFnlNwtEr99SYclKYhORMXQ.jpg
Major Grom,"Igor Grom, a skilled detective from St. Petersburg, happened to be at the scene of a bank robbery and decides to stop them.",['Adventure'],/5gLABGKMMaUbodrH3adB9afwWj4.jpg
The Incredible Story of the Giant Pear,"Life in Solby is nice and peaceful until one day Mitcho and Sebastian find a message in a bottle by the harbour. The bottle is from the missing mayor of Solby with a message that he is on a mysterious island and has made a great discovery. Now they must embark on a perilous journey to help save the mayor and bring him home, and in the process they uncover something that will bring great pleasure to the city of Solby – a giant pear.",['Adventure'],/ziBy2wFxLI3sGBqbfu8VVtO8mdA.jpg
Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",['Adventure'],/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg
Return to... Return to Nuke 'Em High aka Vol. 2,"Following the events of Volume 1,  the mutated glee club continue their violent rampage in Tromaville. Chrissy and Lauren, two innocent lesbian lovers, must fight not only the Cretins, mutants, and monsters but also the evil Tromorganic Foodstuffs Conglomerate. Can they, and Kevin the Wonder Duck, save Tromaville High School and the world?",['Adventure'],/2YC1JNgGGHrCXDT83UCpdcWLFmV.jpg
Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,"Doraemon and Nobita discover a mysterious golden ring far beneath the ice in Antarctica, leading them to uncover an ancient, ruined city.",['Adventure'],/hcydn0Lr3DAixZFOaUmjoqoIFU6.jpg
Storm - Letter of Fire,"The film is set in 1521 Antwerp, in a Europe ravaged by religious wars, and during the early years of the Reformation. It tells the story of the twelve year old, Falko Voeten – a printer’s son. When Falko’s father, Klaas Voeten, a printer of forbidden literature, is caught by the Inquisition for printing a letter written by Maarten Luther; Falko is unwittingly propelled into helping his father and into searching for the letter. Threatened by the Inquisition but aided by Marieke, a Catholic orphan girl from the underground sewers, Falko is faced with a race against time if he is to save his father from being executed for heresy.",['Adventure'],/4GHXZJdVnSA8JEmGuUe9hFgN3nH.jpg
The Lego Ninjago Movie,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",['Adventure'],/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg
Lino,"Lino works as an entertainer at children's parties, but he can't stand the way children treat him, making fun of him because he works in a cat's costume. Determined to change his life, he visits a wizard, but the magic doesn't work in the right way, and he wakes up as a big cat.",['Adventure'],/d21rfVSBRvNbOk9m7K7UCgQhA2J.jpg
Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,['Adventure'],/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg
Olaf's Frozen Adventure,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff.",['Adventure'],/As8WTtxXs9e3cBit3ztTf7zoRmm.jpg
Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,['Adventure'],/vCmMRNbDlCno6ra91ruXp5rtsUC.jpg
American Assassin,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",['Adventure'],/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg
The Lost City of Z,"A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it.",['Adventure'],/dgDVkGFltTm1MCoFtlq91r7jwi9.jpg
Dave Made a Maze,"Dave, an artist who has yet to complete anything significant in his career, builds a fort in his living room out of pure frustration, only to wind up trapped by the fantastical pitfalls, booby traps, and critters of his own creation. Ignoring his warnings, Dave’s girlfriend Annie leads a band of oddball explorers on a rescue mission. Once inside, they find themselves trapped in an ever-changing supernatural world, threatened by booby traps and pursued by a bloodthirsty Minotaur.",['Adventure'],/f2sMi0iBt44E0M5jmSCaOAnGVZp.jpg
The Jungle Bunch,"Maurice may look like a penguin - but he's a real tiger inside! Raised by a tigress, he's the clumsiest kung-fu master ever. Along with his friends, The Jungle Bunch, he intends to maintain order and justice in the jungle, as his mother did before he. But Igor, an evil koala, wants to destroy the jungle once and for all—helped by his army of silly baboons.",['Adventure'],/rZ0T0yRe8iDqAgeZXRNvpAJh5z1.jpg
Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",['Adventure'],/swt9crREg1UcKgg3wGWfoFNlXOz.jpg
Gogol. The Beginning,"The year 1829. Nikolay Gogol, a young Third Section clerk, is desperate: his own books seem shallow and mediocre, so he keeps buying entire print runs just to burn them all. He is suffering from violent epileptic seizures and struggles to keep on working. Investigator Yakov Guro accidentally witnesses one such fit and realizes that Gogol's visions contain clues that could help solve actual crimes. Together, Gogol and Guro take on a particularly weird and baffling case that brings them to a small village of Dikanka, where everyone has a huge secret to hide.",['Adventure'],/y6C4VHegPKKDDL3Y460wPvuEYNa.jpg
Power Rangers,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",['Adventure'],/bKYKyyIv5YnisxjZtDreWtYA386.jpg
Iceman,"The Ötztal Alps, more than 5300 years ago. A Neolithic clan leader must avenge the massacre of his people and theft of his holy shrine.",['Adventure'],/biyBquKGU3XwG49toZLFtfZg3H5.jpg
Captain Underpants: The First Epic Movie,"Based on the bestselling book series, this outrageous comedy tells the story of George and Harold,  two overly imaginative pranksters who hypnotize their principal into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.",['Adventure'],/vKSmaPct5OEeMoD8ue30RisHlKD.jpg
Animal Crackers,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,['Adventure'],/dxFqZiO5MqqVoFZuWOjTdjmDh6d.jpg
Legend of the Demon Cat,"During the Late Tang Dynasty, a manor is invaded by a demon cat and a sense of unrest befalls the capital of Changan.  A poet is charged with investigating the case and meets up with a monk. The two work together and pull apart the thread of clues to reveal a history of truths leading to the events.",['Adventure'],/AtFfxjspbiAxYuH1LHvb9UDH0Kz.jpg
Extortion,A doctor desperately tries to save his wife and their 5 year old son after their vacation in the Bahamas takes an unexpected turn.,['Adventure'],/nmIHFblhZ2uBGepSYzvKYFDfvhp.jpg
The Thousand Faces of Dunjia,"The world is on the brink of catastrophe in a chaotic age where evil demons roam. In order to keep evil at bay, a mysterious organisation from the pugilist world emerges. A new constable and a young girl with a mysterious past are also drawn into this group, and the group embarks on an incredible adventure.",['Adventure'],/uoRMxeDW5vD6u9EDbE1dwUV70Lu.jpg
Furious,"A story of a legendary battle, where seventeen fearless warriors defend their land against an army of thousands well-trained soldiers. In 13th-century Mongol warrior hordes and their leader, Batu Khan, control most of the known world. As the Mongols move towards Europe they invade the last Russian principality standing in their way. Little do they know, their plans are about to be ruined by a small detachment of heroic strong men led by a mysterious brave warrior. This is a story about courage, endurance and self-sacrifice for the sake of one's country. This is the story of Evpaty the Furious.",['Adventure'],/f5BHOtRTKDDhXJwA0dZ6vXewtLr.jpg
Batman and Harley Quinn,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",['Adventure'],/xAP0aqAMlsNN3NEvikRkjaTlmjw.jpg
Jagga Jasoos,A gifted teenage detective searches for his missing father with his ladylove assistant.,['Adventure'],/qXZCEyFkNe5cm7xfkUDvV41Xnfh.jpg
Tiger Zinda Hai,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",['Adventure'],/mdzNLFfCfuBoJz43l0SmMWWdu5t.jpg
Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",['Adventure'],/eifGNCSDuxJeS1loAXil5bIGgvC.jpg
Gnome Alone,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.",['Adventure'],/jWB0zhk1Rj1tIWUM98Wsh15gkiW.jpg
Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",['Adventure'],/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg
Dragonheart: Battle for the Heartfire,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",['Adventure'],/nPjqwumVHyx2nOCyZH5dpXAmhpf.jpg
Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",['Adventure'],/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg
Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",['Adventure'],/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
Pandas,"In the mountains of Sichuan, China, a researcher forms a bond with Qian Qian, a panda who is about to experience nature for the first time.",['Adventure'],/htfqp08gdzv9TTYNTFW0iBk7RB7.jpg
Maquia: When the Promised Flower Blooms,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",['Adventure'],/dtYkdgDAAMrAPm1cCW89FcqNSRq.jpg
Along with the Gods: The Last 49 Days,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",['Adventure'],/9BnqBHFGDv3WlCPB2qQwzAWdy7y.jpg
Scooby-Doo! and the Gourmet Ghost,"The Scooby gang visits a culinary resort run by Fred's uncle, Bobby Flay. While enjoying the sights, a ghost attacks the guests and destroys the resort, leaving the gang to put a stop to its threat.",['Adventure'],/AtHngeqD4K1Oj01ulWc1aDJhU8H.jpg
Free Solo,"Follow Alex Honnold as he attempts to become the first person to ever free solo climb Yosemite's 3,000 foot high El Capitan wall. With no ropes or safety gear, this would arguably be the greatest feat in rock climbing history.",['Adventure'],/v4QfYZMACODlWul9doN9RxE99ag.jpg
My Hero Academia: Two Heroes,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",['Adventure'],/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg
"Remi, Nobody's Boy","At the age of 10 years, young Rémi is snatched from his adoptive mother and entrusted to the signor Vitalis, a mysterious itinerant musician. Has its hard sides - he will learn the harsh life of acrobat and sing to win his bread. Accompanied by the faithful dog capi and of the small monkey Joli-Coeur, his long trip through France, made for meetings, friendships and mutual assistance, leads him to the secret of its origins.",['Adventure'],/mQYXlxlUTmOP4FWt52qkZZb8JNM.jpg
Isle of Dogs,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",['Adventure'],/rSluCePdXXtNiQeE6Na5yRGamhL.jpg
Sgt. Stubby: An American Hero,The true story of the most decorated dog in American military history -- Sgt. Stubby -- and the enduring bonds he forged with his brothers-in-arms in the trenches of World War I.,['Adventure'],/o3eKgsZARPMrCoMZbPa3SI0La6H.jpg
Paskal,"The true events of Lieutenant Commander Arman Anwar of PASKAL, an elite unit in the Royal Malaysian Navy, and his team's mission to rescue the MV Bunga Laurel, a tanker which was hijacked by Somalian Pirates in 2011.",['Adventure'],/oAI8whpvqWxxucVGJdDiGOfCjMB.jpg
The Snow Queen: Mirror Lands,"A mighty king has lost his family because of the Snow Queen. He finds a way to expel all magic creatures from his world to Mirrorlands. Gerda and Snow Queen, along with all wizards and magicians, have to forget their offenses and disputes to defend their right to exist and not to allow fairytales to disappear from our lives.",['Adventure'],/8251dVxltnhqbt2DaO9bwJYmvAK.jpg
Inuyashiki,A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.,['Adventure'],/lyqkQ6y7d4YGVQrRjtmGTRMVcDY.jpg
Hey Arnold! The Jungle Movie,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",['Adventure'],/asBhWDiqGxelve0DtMfMFIzR0Jm.jpg
Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",['Adventure'],/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg
One Small Step,"​Luna is a vibrant young Chinese-American girl who dreams of becoming an astronaut. From the day she witnesses a rocket launching into space on TV, Luna is driven to reach for the stars. In the big city, Luna lives with her loving father Chu, who supports her with a humble shoe repair business he runs out of his garage. As Luna grows up, she enters college, facing adversity of all kinds in pursuit of her dreams.",['Adventure'],/4O13uunA2LmNvHpr7PjTCDUmSZ1.jpg
The Seven Deadly Sins: Prisoners of the Sky,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",['Adventure'],/63NOOAkaZAK8h93Sg7Ucq6XLJGP.jpg
PAW Patrol: Mighty Pups,"When their latest scheme goes awry, Mayor Humdinger and his nephew Harold accidentally divert a meteor towards Adventure Bay. The meteor's golden energy grants the PAW Patrol superpowers. The heroic Mighty Pups are on a roll to super-save the day.",['Adventure'],/h09VT8gNfRBlr7S8l1lm27m4rus.jpg
Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,['Adventure'],/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg
Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",['Adventure'],/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg
Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",['Adventure'],/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg
K.G.F: Chapter 1,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.",['Adventure'],/ltHlJwvxKv7d0ooCiKSAvfwV9tX.jpg
Checkered Ninja,A possessed Ninja doll teams up with a teenage boy to avenge the murder of a poor child factory worker.,['Adventure'],/dzN5xbp73TI7pjEqZ66ECNxdWJl.jpg
Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",['Adventure'],/uxzzxijgPIY7slzFvMotPv8wjKA.jpg
Operation Red Sea,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",['Adventure'],/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg
Christopher Robin,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",['Adventure'],/i6Ytex4d3CdfIKJFxB5v5vh24vb.jpg
Mia and the White Lion,A young girl from London moves to Africa with her parents where she befriends a lion cub.,['Adventure'],/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg
Okko's Inn,"12-year-old Oriko Seki, who lost her parents in a car accident, ended up living in her grandmother's Onsen Ryokan ""Haru no Ya."" With the ghost ""Uribou"" cohabitating with her and all the other odds, she ended up training to be a young female innkeeper. At first, she didn't like the training, but gradually felt her admiration for her title and began to train seriously. Thus, the growth of the young warrior Oriko begins.",['Adventure'],/lcgulcTrJ70MrFVMpFAK5F1PyYP.jpg
Pachamama,A young boy living in a remote village in the Andes Mountains dreams of becoming shaman.,['Adventure'],/gZrqG7icldmNYc4NgDwE3dd5tS7.jpg
Re:Zero - Starting Life in Another World Memory Snow,"Subaru and friends finally get a moment of peace, and Subaru goes on a certain secret mission that he must not let anyone find out about! However, even though Subaru is wearing a disguise, Petra and other children of the village immediately figure out who he is. Now that his mission was exposed within five seconds of it starting, what will happen with Subaru's ""date course"" with Emilia?",['Adventure'],/y7XwmyE5ue9hjk65fEWpO2hGU2B.jpg
Karwaan,"Avinash, a dejected soul stuck in a dead-end job shares a strange relationship with his father. He holds him responsible for crushing his dreams. However, he is left pondering upon this longstanding hatred when he hears of his father’s untimely demise.",['Adventure'],/vzyfwkImcnbBhRhrS7cLjjmlzFZ.jpg
Doraemon: Nobita's Treasure Island,"Upon hearing about the story of Treasure Island, Nobita dreams of discovering and exploring his own treasure island, despite the fact all of the Earth has been mapped already.",['Adventure'],/t1YkpYAxzD1lxNbjoZBpvYWkucO.jpg
